"","EXPERIMENT","MODEL","RUN","TRNO","DATE","DAS","DAP","L#SD","GSTD","LAID","LWAD","SWAD","GWAD","RWAD","VWAD","CWAD","G#AD","GWGD","HIAD","PWAD","P#AD","WSPD","WSGD","NSTD","PST1A","PST2A","KSTD","EWSD","LN%D","SH%D","HIPD","PWDD","PWTD","SLAD","CHTD","CWID","NWAD","RDPD","RL1D","RL2D","RL3D","RL4D","RL5D","RL6D","RL7D","RL8D","SNW0C","SNW1C","planting","location","cultivar","density","nitrogen","harvest"
"2305","UFEG0318","CRGRO048",82,15,2010-06-05,156,35,8,8,1.418,697,535,0,339,1233,1233,0,0,0,0,31,0,0,0,0,0,0,0,4.98,0,0,0,0,203.3,0.64,0.2,0,0.94,1.01,1.01,0.93,0.43,0.42,0.24,0.1,0.02,12,32,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2306","UFEG0318","CRGRO048",83,15,2011-06-06,157,36,8,8,1.763,916,715,0,465,1631,1631,0,0,0,0,0,0,0,0,0,0,0,0,4.98,0,0,0,0,192.4,0.62,0.2,0,0.98,1.27,1.27,1.25,0.62,0.62,0.36,0.14,0.05,16,33,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2307","UFEG0318","CRGRO048",84,15,2012-06-05,157,36,8.3,8,1.384,689,541,0,350,1230,1231,0,0,0,0,34,0,0,0,0,0,0,0,5,0,0,0,0,200.7,0.67,0.2,0,0.97,0.99,0.99,0.9,0.46,0.45,0.27,0.1,0.03,15,27,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2308","UFEG0318","CRGRO048",85,15,2013-06-07,158,37,8.3,8,1.432,674,499,0,328,1172,1172,0,0,0,0,0,0,0,0,0,0,0,0.152,5,0,0,0,0,212.6,0.68,0.2,0,0.95,1.01,1.01,0.73,0.4,0.43,0.25,0.09,0.02,14,39,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2309","UFEG0318","CRGRO048",86,15,2014-06-06,157,36,8.1,8,1.609,804,618,0,408,1422,1422,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,200.1,0.63,0.2,0,0.99,1.11,1.11,1.05,0.55,0.54,0.31,0.12,0.05,14,31,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2310","UFEG0318","CRGRO048",87,15,2015-06-06,157,36,8.1,8,1.596,796,620,0,404,1416,1416,0,0,0,0,0,0,0,0,0,0,0,0,4.98,0,0,0,0,200.5,0.65,0.2,0,0.97,1.1,1.1,1.1,0.55,0.54,0.31,0.12,0.04,15,30,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2311","UFEG0318","CRGRO048",88,15,2016-06-07,159,38,8.4,8,1.693,843,659,0,429,1502,1502,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,200.8,0.68,0.2,0,0.97,1.2,1.2,1.14,0.57,0.57,0.33,0.13,0.04,19,33,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2312","UFEG0318","CRGRO048",89,15,2017-06-06,157,36,8.1,8,1.614,758,543,0,367,1301,1301,0,0,0,0,0,0,0,0,0,0,0,0.27,5.02,0,0,0,0,212.8,0.71,0.2,0,0.97,1.05,1.05,0.92,0.51,0.49,0.28,0.1,0.02,14,39,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2313","UFEG0318","CRGRO048",90,15,2018-06-05,156,35,8.2,8,0.927,430,335,0,211,766,766,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,215.4,0.68,0.2,0,0.88,0.65,0.65,0.54,0.27,0.26,0.15,0.05,0.01,9,16,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2314","UFEG0318","CRGRO048",91,15,2019-06-05,156,35,8,8,1.514,765,594,0,386,1359,1359,0,0,0,0,16,0,0,0,0,0,0,0,4.98,0,0,0,0,197.9,0.63,0.2,0,0.9,1.09,1.09,1.02,0.54,0.53,0.29,0.1,0.01,13,27,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2315","UFEG0318","CRGRO048",92,15,2020-06-05,157,36,8.3,8,0.984,445,342,0,217,788,788,0,0,0,0,0,0,0,0,0,0,0,0.17,5.01,0,0,0,0,220.8,0.72,0.2,0,0.91,0.7,0.7,0.53,0.26,0.26,0.15,0.06,0.01,10,24,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2316","UFEG0318","CRGRO048",93,15,2021-06-06,157,36,8.2,8,1.578,770,591,0,387,1360,1361,0,0,0,0,43,0,0,0,0,0,0,0,4.99,0,0,0,0,205.1,0.65,0.2,0,0.98,1.06,1.06,1.04,0.53,0.52,0.29,0.11,0.04,16,31,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2317","UFEG0318","CRGRO048",94,15,2022-06-05,156,35,8,8,1.488,735,548,0,364,1283,1283,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,202.5,0.64,0.2,0,0.94,1.07,1.07,0.91,0.46,0.48,0.28,0.1,0.02,12,36,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2318","UFEG0318","CRGRO048",95,15,2023-06-06,157,36,8.2,8,1.556,761,591,0,380,1352,1352,0,0,0,0,0,0,0,0,0,0,0,0,4.98,0,0,0,0,204.4,0.65,0.2,0,0.92,1.16,1.16,0.97,0.49,0.48,0.27,0.1,0.02,14,36,"01-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2319","UFEG0318","CRGRO048",96,16,2005-06-22,173,38,8.8,8,1.108,515,408,0,260,923,923,0,0,0,0,12,0,0,0,0,0,0,0,5.04,0,0,0,0,215.3,0.82,0.2,0,0.96,0.75,0.75,0.66,0.34,0.34,0.2,0.08,0.02,16,22,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2320","UFEG0318","CRGRO048",97,16,2006-06-22,173,38,8.7,8,1.367,672,548,0,346,1220,1220,0,0,0,0,14,0,0,0,0,0,0,0,5.01,0,0,0,0,203.5,0.76,0.2,0,1,0.96,0.96,0.89,0.45,0.45,0.26,0.11,0.05,19,28,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2321","UFEG0318","CRGRO048",98,16,2007-06-21,172,37,8.6,8,1.028,476,384,0,237,860,860,0,0,0,0,0,0,0,0,0,0,0,0.011,4.98,0,0,0,0,215.9,0.73,0.2,0,0.96,0.72,0.72,0.57,0.29,0.29,0.17,0.07,0.02,12,21,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2322","UFEG0318","CRGRO048",99,16,2008-06-21,173,38,8.5,8,1.728,835,660,0,417,1495,1495,0,0,0,0,0,0,0,0,0,0,0,0.127,5,0,0,0,0,207,0.71,0.2,0,0.99,1.22,1.22,1.04,0.48,0.54,0.32,0.13,0.05,21,43,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2323","UFEG0318","CRGRO048",100,16,2009-06-20,171,36,8.4,8,1.107,540,433,0,277,973,973,0,0,0,0,8,0,0,0,0,0,0,0,4.98,0,0,0,0,205.1,0.79,0.2,0,0.82,0.86,0.86,0.75,0.37,0.36,0.19,0.05,0,12,20,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2324","UFEG0318","CRGRO048",101,16,2010-06-21,172,37,8.3,8,1.693,820,638,0,414,1458,1458,0,0,0,0,3,0,0,0,0,0,0,0.015,5,0,0,0,0,206.6,0.71,0.2,0,0.94,1.18,1.18,1.1,0.54,0.55,0.31,0.12,0.03,19,33,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2325","UFEG0318","CRGRO048",102,16,2011-06-22,173,38,8.5,8,1.921,974,776,0,507,1751,1751,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,197.1,0.71,0.2,0,1,1.38,1.38,1.29,0.68,0.67,0.39,0.16,0.07,24,38,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2326","UFEG0318","CRGRO048",103,16,2012-06-19,171,36,8.2,8,1.527,773,600,0,394,1373,1373,0,0,0,0,0,0,0,0,0,0,0,0,4.98,0,0,0,0,197.5,0.67,0.2,0,0.97,1.09,1.09,1.04,0.53,0.52,0.29,0.12,0.04,16,30,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2327","UFEG0318","CRGRO048",104,16,2013-06-21,172,37,8.7,8,1.382,675,552,0,348,1227,1227,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,204.9,0.76,0.2,0,0.9,1.02,1.02,0.89,0.46,0.46,0.26,0.09,0.01,19,25,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2328","UFEG0318","CRGRO048",105,16,2014-06-22,173,38,8.7,8,1.743,847,686,0,431,1533,1533,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,205.9,0.73,0.2,0,1,1.24,1.24,1.15,0.53,0.52,0.31,0.14,0.06,23,42,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2329","UFEG0318","CRGRO048",106,16,2015-06-21,172,37,8.5,8,1.952,990,787,0,505,1776,1776,0,0,0,0,22,0,0,0,0,0,0,0,5,0,0,0,0,197.3,0.72,0.2,0,1,1.36,1.36,1.35,0.68,0.67,0.38,0.16,0.07,25,38,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2330","UFEG0318","CRGRO048",107,16,2016-06-21,173,38,8.7,8,1.502,728,588,0,375,1316,1316,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,206.3,0.76,0.2,0,0.95,1.08,1.08,0.95,0.49,0.49,0.28,0.11,0.03,20,33,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2331","UFEG0318","CRGRO048",108,16,2017-06-20,171,36,8.4,8,1.249,588,446,0,290,1034,1034,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,212.3,0.73,0.2,0,0.99,0.85,0.85,0.68,0.35,0.38,0.22,0.09,0.03,13,29,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2332","UFEG0318","CRGRO048",109,16,2018-06-20,171,36,8.6,8,1.115,540,449,0,279,989,989,0,0,0,0,19,0,0,0,0,0,0,0,5,0,0,0,0,206.5,0.75,0.2,0,0.96,0.78,0.78,0.68,0.38,0.37,0.21,0.08,0.03,15,21,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2333","UFEG0318","CRGRO048",110,16,2019-06-21,172,37,8.4,8,1.692,798,604,0,391,1402,1402,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,212.1,0.73,0.2,0,1,1.17,1.17,0.95,0.46,0.47,0.3,0.13,0.05,17,47,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2334","UFEG0318","CRGRO048",111,16,2020-06-19,171,36,8.5,8,1.078,508,393,0,256,901,901,0,0,0,0,22,0,0,0,0,0,0,0,5.01,0,0,0,0,212,0.73,0.2,0,0.87,0.79,0.79,0.66,0.34,0.33,0.18,0.06,0,13,22,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2335","UFEG0318","CRGRO048",112,16,2021-06-21,172,37,8.6,8,1.631,755,582,0,378,1337,1337,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,216,0.75,0.2,0,1,1.07,1.07,0.93,0.49,0.5,0.29,0.12,0.05,19,36,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2336","UFEG0318","CRGRO048",113,16,2022-06-20,171,36,8.4,8,1.605,796,632,0,405,1428,1429,0,0,0,0,23,0,0,0,0,0,0,0,5,0,0,0,0,201.6,0.72,0.2,0,0.91,1.22,1.22,1.06,0.52,0.51,0.3,0.11,0.02,19,33,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2337","UFEG0318","CRGRO048",114,16,2023-06-21,172,37,8.6,8,1.914,935,751,0,475,1686,1687,0,0,0,0,23,0,0,0,0,0,0,0,5.02,0,0,0,0,204.6,0.73,0.2,0,0.94,1.37,1.37,1.24,0.62,0.62,0.36,0.13,0.03,25,38,"15-May","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2338","UFEG0318","CRGRO048",115,17,2005-07-11,192,40,9.3,8,1.525,734,609,0,382,1344,1344,0,0,0,0,11,0,0,0,0,0,0,0.067,5.05,0,0,0,0,207.7,0.87,0.2,0,0.98,1.15,1.15,0.98,0.45,0.47,0.28,0.12,0.04,28,39,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2339","UFEG0318","CRGRO048",116,17,2006-07-10,191,39,9.1,8,1.72,821,668,0,423,1488,1488,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,209.6,0.82,0.2,0,0.99,1.27,1.27,1.05,0.51,0.52,0.3,0.13,0.04,27,44,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2340","UFEG0318","CRGRO048",117,17,2007-07-10,191,39,9.3,8,1.014,464,385,0,248,850,850,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,218.4,0.97,0.2,0,0.97,0.71,0.71,0.67,0.33,0.33,0.18,0.06,0.02,23,24,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2341","UFEG0318","CRGRO048",118,17,2008-07-10,192,40,9.2,8,1.413,632,487,0,316,1119,1120,0,0,0,0,42,0,0,0,0,0,0,0,5,0,0,0,0,223.3,0.99,0.2,0,0.96,0.97,0.97,0.74,0.42,0.41,0.23,0.07,0.02,19,37,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2342","UFEG0318","CRGRO048",119,17,2009-07-11,192,40,9.2,8,1.658,775,638,0,399,1413,1413,0,0,0,0,0,0,0,0,0,0,0,0.04,5.04,0,0,0,0,214,0.88,0.2,0,0.96,1.21,1.21,1,0.48,0.51,0.29,0.11,0.03,28,43,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2343","UFEG0318","CRGRO048",120,17,2010-07-12,193,41,9.4,8,2.019,950,785,0,490,1735,1735,0,0,0,0,40,0,0,0,0,0,0,0,5.04,0,0,0,0,212.6,0.88,0.2,0,1,1.42,1.42,1.26,0.63,0.62,0.35,0.14,0.07,37,53,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2344","UFEG0318","CRGRO048",121,17,2011-07-11,192,40,9.1,8,2.284,1089,866,0,551,1955,1955,0,0,0,0,0,0,0,0,0,0,0,0,5.02,0,0,0,0,209.7,0.83,0.2,0,1,1.63,1.63,1.39,0.65,0.69,0.4,0.17,0.08,37,62,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2345","UFEG0318","CRGRO048",122,17,2012-07-10,192,40,9.3,8,1.867,929,783,0,491,1711,1711,0,0,0,0,21,0,0,0,0,0,0,0,5.05,0,0,0,0,201.1,0.86,0.2,0,1,1.35,1.35,1.19,0.64,0.64,0.37,0.16,0.08,37,43,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2346","UFEG0318","CRGRO048",123,17,2013-07-10,191,39,9.2,8,1.869,909,746,0,470,1655,1655,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,205.7,0.83,0.2,0,1,1.37,1.37,1.16,0.59,0.6,0.34,0.14,0.06,32,49,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2347","UFEG0318","CRGRO048",124,17,2014-07-11,192,40,9.2,8,2.26,1091,896,0,571,1987,1988,0,0,0,1,47,0,0,0,0,0,0,0,5.04,0,0,0,1,207.2,0.84,0.2,0,1,1.55,1.55,1.52,0.76,0.75,0.43,0.18,0.08,40,50,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2348","UFEG0318","CRGRO048",125,17,2015-07-11,192,40,9.1,8,2.382,1165,955,0,615,2121,2121,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,204.4,0.83,0.2,0,1,1.65,1.65,1.6,0.82,0.81,0.47,0.2,0.1,40,53,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2349","UFEG0318","CRGRO048",126,17,2016-07-10,192,40,9.3,8,1.955,968,822,0,514,1789,1789,0,0,0,0,8,0,0,0,0,0,0,0,5.04,0,0,0,0,202,0.85,0.2,0,0.99,1.44,1.44,1.34,0.68,0.67,0.39,0.15,0.06,36,40,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2350","UFEG0318","CRGRO048",127,17,2017-07-10,191,39,9.3,8,1.629,772,657,0,412,1429,1429,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,211.1,0.87,0.2,0,1,1.14,1.14,1.07,0.54,0.54,0.31,0.13,0.05,29,36,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2351","UFEG0318","CRGRO048",128,17,2018-07-10,191,39,9.1,8,1.867,887,733,0,457,1620,1620,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,210.4,0.82,0.2,0,1,1.37,1.37,1.19,0.55,0.57,0.32,0.13,0.06,31,49,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2352","UFEG0318","CRGRO048",129,17,2019-07-12,193,41,9.4,8,1.938,907,758,0,469,1666,1666,0,0,0,0,26,0,0,0,0,0,0,0.145,5.06,0,0,0,0,213.6,0.89,0.2,0,1,1.4,1.4,1.28,0.57,0.57,0.32,0.14,0.05,38,56,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2353","UFEG0318","CRGRO048",130,17,2020-07-11,193,41,9.3,8,1.858,883,737,0,466,1620,1620,0,0,0,1,51,0,0,0,0,0,0,0.048,5.05,0,0,0,1,210.5,0.87,0.2,0,1,1.31,1.31,1.18,0.61,0.62,0.35,0.14,0.06,35,42,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2354","UFEG0318","CRGRO048",131,17,2021-07-10,191,39,9.4,8,1.556,701,585,0,353,1286,1286,0,0,0,0,0,0,0,0,0,0,0,0.146,5.04,0,0,0,0,221.9,0.89,0.2,0,0.97,1.15,1.15,0.86,0.4,0.4,0.24,0.1,0.03,27,45,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2355","UFEG0318","CRGRO048",132,17,2022-07-11,192,40,9.3,8,2.376,1169,970,0,616,2138,2139,0,0,0,0,44,0,0,0,0,0,0,0.014,5.04,0,0,0,0,203.3,0.85,0.2,0,1,1.67,1.67,1.58,0.83,0.82,0.47,0.19,0.1,45,54,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2356","UFEG0318","CRGRO048",133,17,2023-07-12,193,41,9.3,8,2.561,1245,1050,0,655,2295,2295,0,0,0,0,7,0,0,0,0,0,0,0,5.05,0,0,0,0,205.7,0.88,0.2,0,1,1.8,1.8,1.69,0.87,0.86,0.5,0.2,0.09,48,57,"01-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2357","UFEG0318","CRGRO048",134,18,2005-07-25,206,40,9.2,8,1.6,777,658,0,414,1435,1435,0,0,0,0,5,0,0,0,0,0,0,0,5.04,0,0,0,0,205.9,0.85,0.2,0,0.96,1.17,1.17,1.11,0.55,0.55,0.3,0.12,0.03,29,35,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2358","UFEG0318","CRGRO048",135,18,2006-07-24,205,39,9.1,8,1.664,803,656,0,410,1459,1460,0,0,0,0,35,0,0,0,0,0,0,0.086,5.03,0,0,0,0,207.1,0.82,0.2,0,0.88,1.32,1.32,1.09,0.51,0.5,0.27,0.09,0.01,28,45,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2359","UFEG0318","CRGRO048",136,18,2007-07-24,205,39,9.1,8,1.158,557,457,0,291,1014,1014,0,0,0,0,13,0,0,0,0,0,0,0,5.03,0,0,0,0,208,0.88,0.2,0,1,0.78,0.78,0.76,0.39,0.38,0.22,0.1,0.05,19,23,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2360","UFEG0318","CRGRO048",137,18,2008-07-23,205,39,8.9,8,1.161,553,455,0,285,1008,1008,0,0,0,0,0,0,0,0,0,0,0,0,5.01,0,0,0,0,209.8,0.84,0.2,0,0.93,0.84,0.84,0.74,0.37,0.36,0.21,0.08,0.02,17,24,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2361","UFEG0318","CRGRO048",138,18,2009-07-25,206,40,9.2,8,1.707,798,665,0,418,1464,1464,0,0,0,0,14,0,0,0,0,0,0,0,5.05,0,0,0,0,213.7,0.84,0.2,0,0.96,1.19,1.19,1.09,0.56,0.55,0.31,0.11,0.03,30,36,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2362","UFEG0318","CRGRO048",139,18,2010-07-25,206,40,9.3,8,1.924,918,765,0,478,1683,1683,0,0,0,0,16,0,0,0,0,0,0,0,5.05,0,0,0,0,209.5,0.88,0.2,0,1,1.31,1.31,1.25,0.63,0.62,0.36,0.15,0.07,35,40,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2363","UFEG0318","CRGRO048",140,18,2011-07-25,206,40,9.3,8,2.203,1087,916,0,570,2003,2003,0,0,0,0,23,0,0,0,0,0,0,0,5.05,0,0,0,0,202.7,0.86,0.2,0,0.94,1.7,1.7,1.55,0.73,0.72,0.41,0.15,0.03,42,52,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2364","UFEG0318","CRGRO048",141,18,2012-07-23,205,39,9,8,1.671,817,670,0,430,1487,1487,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,204.6,0.81,0.2,0,1,1.18,1.18,1.11,0.56,0.56,0.33,0.14,0.07,28,38,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2365","UFEG0318","CRGRO048",142,18,2013-07-24,205,39,9.2,8,1.849,890,728,0,455,1618,1619,0,0,0,0,44,0,0,0,0,0,0,0,5.02,0,0,0,0,207.7,0.83,0.2,0,0.9,1.43,1.43,1.15,0.58,0.58,0.31,0.11,0.01,32,49,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2366","UFEG0318","CRGRO048",143,18,2014-07-24,205,39,9,8,2.08,1003,808,0,523,1810,1810,0,0,0,0,0,0,0,0,0,0,0,0,5.02,0,0,0,0,207.5,0.81,0.2,0,1,1.41,1.41,1.36,0.7,0.69,0.4,0.17,0.09,32,44,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2367","UFEG0318","CRGRO048",144,18,2015-07-25,206,40,9.1,8,2.338,1129,916,0,588,2046,2046,0,0,0,0,30,0,0,0,0,0,0,0,5.05,0,0,0,0,207,0.84,0.2,0,1,1.57,1.57,1.51,0.78,0.77,0.45,0.19,0.1,40,53,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2368","UFEG0318","CRGRO048",145,18,2016-07-24,206,40,9.2,8,2.329,1135,937,0,591,2072,2072,0,0,0,0,33,0,0,0,0,0,0,0,5.04,0,0,0,0,205.3,0.85,0.2,0,1,1.61,1.61,1.49,0.78,0.79,0.46,0.19,0.09,42,53,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2369","UFEG0318","CRGRO048",146,18,2017-07-24,205,39,9.1,8,1.928,913,742,0,470,1656,1656,0,0,0,0,0,0,0,0,0,0,0,0,5.03,0,0,0,0,211.1,0.85,0.2,0,1,1.32,1.32,1.13,0.58,0.61,0.37,0.15,0.08,31,46,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
"2370","UFEG0318","CRGRO048",147,18,2018-07-25,206,40,9.2,8,1.989,961,829,0,523,1790,1790,0,0,0,0,15,0,0,0,0,0,0,0,5.01,0,0,0,0,207,0.84,0.2,0,0.99,1.47,1.47,1.39,0.7,0.69,0.39,0.15,0.05,70,44,"15-June","Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","224 Kg/ha (200 LB/acre)","Flowering"
