,X,CWAD,GWAD,DAS,DAP,location,cultivar,density,nitrogen,harvest,planting
16200,16200,1011,0,206,54,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16201,16201,425,0,204,52,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16202,16202,627,0,203,51,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16203,16203,829,0,205,53,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16204,16204,969,0,206,54,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16205,16205,942,0,205,53,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16206,16206,246,0,204,52,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16207,16207,677,0,205,53,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16208,16208,947,0,205,53,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16209,16209,625,0,204,52,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16210,16210,413,0,203,51,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16211,16211,828,0,205,53,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16212,16212,567,0,205,53,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/01/2024
16213,16213,325,0,214,48,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16214,16214,481,0,215,49,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16215,16215,782,0,216,50,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16216,16216,808,0,216,50,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16217,16217,1012,0,215,49,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16218,16218,818,0,215,49,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16219,16219,516,0,216,50,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16220,16220,722,0,217,51,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16221,16221,557,0,216,50,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16222,16222,516,0,216,50,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16223,16223,385,0,214,48,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16224,16224,666,0,215,49,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16225,16225,687,0,218,52,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16226,16226,740,0,216,50,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16227,16227,379,0,215,49,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16228,16228,537,0,215,49,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16229,16229,964,0,216,50,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16230,16230,550,0,215,49,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16231,16231,246,0,215,49,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16232,16232,421,0,215,49,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16233,16233,770,0,217,51,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/15/2024
16234,16234,259,0,223,42,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16235,16235,416,0,224,43,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16236,16236,540,0,225,44,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16237,16237,443,0,224,43,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16238,16238,559,0,224,43,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16239,16239,616,0,224,43,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16240,16240,344,0,224,43,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16241,16241,616,0,226,45,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16242,16242,238,0,225,44,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16243,16243,372,0,224,43,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16244,16244,185,0,223,42,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16245,16245,356,0,224,43,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16246,16246,419,0,226,45,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16247,16247,365,0,224,43,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16248,16248,456,0,224,43,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16249,16249,433,0,224,43,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16250,16250,616,0,225,44,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16251,16251,265,0,224,43,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16252,16252,195,0,224,43,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16253,16253,221,0,223,42,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16254,16254,696,0,227,46,Jay (WFREC),IH Williams,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Flowering,06/30/2024
16255,16255,868,208,163,103,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16256,16256,939,214,166,106,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16257,16257,857,162,158,98,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16258,16258,632,95,166,106,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16259,16259,1052,221,169,109,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16260,16260,932,193,171,111,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16261,16261,660,126,168,108,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16262,16262,1030,202,174,114,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16263,16263,1039,193,165,105,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16264,16264,1101,229,156,96,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16265,16265,890,189,177,117,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16266,16266,445,75,173,113,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16267,16267,794,127,157,97,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16268,16268,673,121,162,102,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16269,16269,1014,195,163,103,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16270,16270,1111,233,169,109,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16271,16271,1012,209,167,107,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16272,16272,1012,211,159,99,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16273,16273,665,117,164,104,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16274,16274,761,153,164,104,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16275,16275,1019,198,161,101,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/01/2024
16276,16276,898,196,170,100,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16277,16277,926,212,171,101,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16278,16278,878,184,166,96,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16279,16279,632,107,172,102,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16280,16280,1054,230,174,104,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16281,16281,935,194,177,107,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16282,16282,703,138,172,102,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16283,16283,999,201,176,106,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16284,16284,1016,187,170,100,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16285,16285,1068,223,163,93,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16286,16286,946,194,181,111,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16287,16287,430,77,176,106,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16288,16288,817,133,163,93,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16289,16289,760,146,169,99,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16290,16290,937,193,169,99,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16291,16291,1092,212,176,106,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16292,16292,941,204,173,103,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16293,16293,991,205,165,95,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16294,16294,640,116,171,101,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16295,16295,734,147,169,99,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16296,16296,1040,196,168,98,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,03/15/2024
16297,16297,803,183,184,93,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16298,16298,992,203,184,93,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16299,16299,897,192,182,91,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16300,16300,676,124,183,92,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16301,16301,1037,220,189,98,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16302,16302,977,209,188,97,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16303,16303,872,168,187,96,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16304,16304,969,206,185,94,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16305,16305,1173,192,184,93,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16306,16306,940,216,182,91,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16307,16307,883,184,188,97,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16308,16308,567,104,186,95,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16309,16309,628,145,178,87,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16310,16310,990,194,183,92,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16311,16311,775,186,183,92,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16312,16312,1074,211,188,97,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16313,16313,851,155,185,94,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16314,16314,968,221,184,93,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16315,16315,476,88,185,94,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16316,16316,825,174,182,91,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16317,16317,826,175,183,92,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/01/2024
16318,16318,690,170,191,86,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16319,16319,1010,205,193,88,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16320,16320,950,198,193,88,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16321,16321,750,146,194,89,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16322,16322,997,214,197,92,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16323,16323,940,188,198,93,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16324,16324,883,168,195,90,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16325,16325,884,162,193,88,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16326,16326,1353,191,197,92,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16327,16327,804,161,192,87,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16328,16328,947,187,198,93,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16329,16329,718,123,193,88,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16330,16330,839,187,193,88,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16331,16331,1027,209,193,88,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16332,16332,605,141,194,89,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16333,16333,1028,217,196,91,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16334,16334,895,162,194,89,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16335,16335,882,197,197,92,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16336,16336,514,113,194,89,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16337,16337,875,165,192,87,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16338,16338,780,173,194,89,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,04/15/2024
16339,16339,557,112,204,83,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16340,16340,1046,205,206,85,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16341,16341,979,202,207,86,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16342,16342,1013,180,210,89,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16343,16343,1071,219,209,88,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16344,16344,990,159,208,87,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16345,16345,805,154,207,86,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16346,16346,855,146,205,84,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16347,16347,1183,234,212,91,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16348,16348,718,128,206,85,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16349,16349,896,198,210,89,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16350,16350,805,141,207,86,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16351,16351,957,190,206,85,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16352,16352,1036,205,207,86,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16353,16353,440,83,206,85,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16354,16354,948,181,206,85,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16355,16355,922,189,207,86,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16356,16356,706,123,209,88,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16357,16357,604,142,207,86,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16358,16358,776,133,206,85,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16359,16359,788,144,206,85,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/01/2024
16360,16360,439,84,218,83,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16361,16361,959,176,221,86,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16362,16362,1048,212,222,87,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16363,16363,1003,184,224,89,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16364,16364,1135,217,222,87,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16365,16365,990,191,219,84,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16366,16366,794,162,222,87,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16367,16367,823,145,219,84,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16368,16368,958,237,223,88,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16369,16369,575,109,221,86,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16370,16370,771,171,220,85,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16371,16371,784,149,220,85,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16372,16372,991,195,219,84,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16373,16373,962,191,220,85,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16374,16374,331,43,218,83,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16375,16375,740,139,218,83,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16376,16376,941,182,221,86,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16377,16377,546,111,219,84,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16378,16378,584,136,219,84,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16379,16379,671,142,219,84,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16380,16380,840,134,220,85,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,05/15/2024
16381,16381,315,74,235,83,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,06/01/2024
16382,16382,639,120,238,86,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,06/01/2024
16383,16383,903,159,238,86,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,06/01/2024
16384,16384,866,196,239,87,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,06/01/2024
16385,16385,1111,247,237,85,Jay (WFREC),NWG 2730,160/m2 (14.8/sqft),0 Kg/ha (0 LB/acre),Grain Maturity,06/01/2024
