"","TRNO","location","cultivar","density","nitrogen","harvest","Mean_CWAD","Median_CWAD","SD_CWAD","Min_CWAD","Max_CWAD","Mean_GWAD","Median_GWAD","SD_GWAD","Min_GWAD","Max_GWAD","Count","planting","avg_planting_to_harvest"
"339",16,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",978.684210526316,1013,236.522973427666,629,1370,0,0,0,0,0,19,"15-May",37
"340",17,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1269.42105263158,1272,309.318303476366,611,1844,0,0,0,0,0,19,"01-June",39.8947368421053
"341",18,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1262.21052631579,1275,281.367213391912,701,1647,0,0,0,0,0,19,"15-June",39.5789473684211
"342",19,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1013.84210526316,1014,168.079763854974,702,1299,0,0,0,0,0,19,"30-June",37.2105263157895
"343",21,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",3667.05263157895,3992,823.852297555293,1836,4802,1117.47368421053,1175,275.779172612407,574,1513,19,"01-March",92.4210526315789
"344",22,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",3789.21052631579,4084,856.770978016838,1710,5179,1190.42105263158,1234,288.969493928083,569,1634,19,"15-March",90.1052631578947
"345",23,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",3903.89473684211,4073,843.791173134472,1864,5376,1234.21052631579,1332,293.074995890769,602,1714,19,"01-April",86.1578947368421
"346",24,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",3867.73684210526,3925,782.756797912584,1795,5051,1189.78947368421,1223,300.737718682902,573,1725,19,"15-April",84.5263157894737
"347",25,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",3804.57894736842,3886,785.624543899061,2048,4955,1100.89473684211,1090,292.112971817572,619,1558,19,"01-May",83.1578947368421
"348",26,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",3561.52631578947,3557,738.944470054795,2402,4680,982.157894736842,1035,285.894165180422,384,1431,19,"15-May",82.3157894736842
"349",27,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",3677.52631578947,3588,718.012021597058,2514,4873,1051.26315789474,1061,223.338020375012,597,1390,19,"01-June",82.9473684210526
"350",28,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",3686.21052631579,3677,745.11368103184,2354,4855,1083.57894736842,1078,231.885583805049,676,1485,19,"15-June",83.3684210526316
"351",29,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",3485.78947368421,3411,558.898478054762,2556,4596,991.368421052632,978,209.674141500651,470,1359,19,"30-June",83.1052631578947
"352",31,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",470.789473684211,480,113.26300707614,274,652,0,0,0,0,0,19,"01-March",39.9473684210526
"353",32,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",497.736842105263,506,127.503743781752,288,713,0,0,0,0,0,19,"15-March",38
"354",33,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",530.368421052632,546,115.540858826995,272,702,0,0,0,0,0,19,"01-April",35
"355",34,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",561.421052631579,567,106.670997719089,265,735,0,0,0,0,0,19,"15-April",33.8947368421053
"356",35,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",539.105263157895,582,136.157137462093,273,732,0,0,0,0,0,19,"01-May",32.4736842105263
"357",36,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",477.631578947368,514,127.893276048741,278,689,0,0,0,0,0,19,"15-May",31.7368421052632
"358",37,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",500.526315789474,481,108.371976913393,317,664,0,0,0,0,0,19,"01-June",31.9473684210526
"359",38,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",512.473684210526,547,131.14341954985,256,715,0,0,0,0,0,19,"15-June",32.1578947368421
"360",39,"Belle Glade (EREC)","NWG 2730","80/m2 (7.4/sqft)","0 Kg/ha (0 LB/acre)","Flowering",501.578947368421,520,89.4845211875425,337,649,0,0,0,0,0,19,"30-June",32
"361",1,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",10786.0526315789,11022,1325.39790560689,7660,12278,1565.68421052632,1553,252.894148394932,1020,1975,19,"01-March",130.210526315789
"362",2,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",10878.4210526316,11128,1305.73063054068,7878,12909,1569.84210526316,1611,253.43424813678,1034,1979,19,"15-March",127.684210526316
"363",3,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",10930.3157894737,10958,1063.45051875861,8522,12626,1503.78947368421,1635,258.464607279941,896,1868,19,"01-April",123.894736842105
"364",4,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",10906.6842105263,11006,993.316893187868,8884,12343,1444.36842105263,1505,285.676820225294,711,1824,19,"15-April",122.473684210526
"365",5,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",10597.6842105263,10561,907.062294359077,9035,12000,1393.10526315789,1435,242.54848192036,739,1680,19,"01-May",121.052631578947
"366",6,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",10493.6315789474,10366,933.905075507398,8735,11948,1419.31578947368,1415,171.083492492726,1126,1702,19,"15-May",122.210526315789
"367",7,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",10448.7894736842,10600,789.258483145018,9152,11540,1446.63157894737,1449,199.661438586622,1060,1793,19,"01-June",125.052631578947
"368",8,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",10118.1052631579,10428,755.180544618809,8726,11099,1419.10526315789,1437,198.23131682648,988,1679,19,"15-June",124.631578947368
"369",9,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",9367.47368421053,9786,738.526563760652,7935,10288,1340.57894736842,1368,151.663119295318,1045,1581,19,"30-June",121.947368421053
"370",11,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1128.84210526316,1135,266.368846851691,693,1581,0,0,0,0,0,19,"01-March",44.4210526315789
"371",12,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1185.31578947368,1215,256.689187893231,730,1558,0,0,0,0,0,19,"15-March",42.2631578947368
"372",13,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1297.42105263158,1363,257.72537403417,665,1739,0,0,0,0,0,19,"01-April",39.2105263157895
"373",14,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1302.47368421053,1300,250.66519689752,660,1694,0,0,0,0,0,19,"15-April",37.7894736842105
"374",15,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1225.68421052632,1283,283.281966447954,655,1642,0,0,0,0,0,19,"01-May",36.2631578947368
"375",16,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1299.05263157895,1337,289.786793979492,860,1776,0,0,0,0,0,19,"15-May",37
"376",17,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1643.26315789474,1655,364.769309458467,849,2295,0,0,0,0,0,19,"01-June",39.8947368421053
"377",18,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1637.63157894737,1655,327.415843390212,1008,2072,0,0,0,0,0,19,"15-June",39.5789473684211
"378",19,"Belle Glade (EREC)","IH Williams","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",1342.94736842105,1352,199.939011168742,965,1693,0,0,0,0,0,19,"30-June",37.2105263157895
"379",21,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",4601.52631578947,4987,942.387651330447,2427,5816,1416.21052631579,1501,326.464832025913,768,1872,19,"01-March",92.4210526315789
"380",22,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",4709.63157894737,5012,955.236922939732,2266,6195,1505.84210526316,1534,341.876888685889,764,2020,19,"15-March",90.1052631578947
"381",23,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",4798.8947368421,4972,938.477543372885,2467,6410,1545.89473684211,1674,347.625100541252,797,2104,19,"01-April",86.1578947368421
"382",24,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",4751,4833,877.24663958699,2366,6031,1490.57894736842,1538,352.887346800879,769,2120,19,"15-April",84.5263157894737
"383",25,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",4670.31578947368,4741,865.941045762841,2692,5905,1385.68421052632,1359,340.063401381366,828,1913,19,"01-May",83.1578947368421
"384",26,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",4404.52631578947,4324,809.086066594831,3145,5615,1246.73684210526,1334,342.670532096431,519,1762,19,"15-May",82.3157894736842
"385",27,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",4533.47368421053,4436,772.366160172827,3295,5827,1331.89473684211,1357,254.666643703499,799,1713,19,"01-June",82.9473684210526
"386",28,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",4539.05263157895,4483,801.591228168088,3068,5792,1356.84210526316,1359,264.889549971701,905,1829,19,"15-June",83.3684210526316
"387",29,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Grain Maturity",4306.57894736842,4240,605.265076528869,3312,5478,1252,1264,247.637503890936,607,1687,19,"30-June",83.1052631578947
"388",31,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",663.894736842105,679,152.597835552162,396,906,0,0,0,0,0,19,"01-March",39.9473684210526
"389",32,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",698.736842105263,713,169.993739134796,414,985,0,0,0,0,0,19,"15-March",38
"390",33,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",741.473684210526,769,153.146759105642,389,971,0,0,0,0,0,19,"01-April",35
"391",34,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",786.105263157895,799,143.53818490672,380,1014,0,0,0,0,0,19,"15-April",33.8947368421053
"392",35,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",755.263157894737,815,183.149860346737,392,1005,0,0,0,0,0,19,"01-May",32.4736842105263
"393",36,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",672.263157894737,728,173.021463699117,398,955,0,0,0,0,0,19,"15-May",31.7368421052632
"394",37,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",704.157894736842,678,144.758136657858,457,920,0,0,0,0,0,19,"01-June",31.9473684210526
"395",38,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",719.263157894737,763,172.403223128308,368,984,0,0,0,0,0,19,"15-June",32.1578947368421
"396",39,"Belle Glade (EREC)","NWG 2730","120/m2 (11.2/sqft)","0 Kg/ha (0 LB/acre)","Flowering",704.894736842105,729,119.046627063536,485,901,0,0,0,0,0,19,"30-June",32
"397",1,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",8934.78947368421,9183,1391.37057045472,5712,11150,1122.52631578947,1154,233.368894533253,641,1540,19,"01-March",130.263157894737
"398",2,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",9067.68421052631,9392,1316.90255493005,5886,11165,1147.36842105263,1203,236.973324923178,644,1526,19,"15-March",127.684210526316
"399",3,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",9245.05263157895,9304,1123.67143644218,6528,11002,1102.73684210526,1227,232.635585819267,561,1436,19,"01-April",123.894736842105
"400",4,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",9197.1052631579,9406,1060.28046052484,6906,10729,1074.05263157895,1138,245.123432327518,424,1413,19,"15-April",122.473684210526
"401",5,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",8898.57894736842,8800,1011.94023296226,7185,10432,1042.47368421053,1077,211.842543314356,439,1302,19,"01-May",121.052631578947
"402",6,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",8855.8947368421,8893,1033.58501745338,6967,10414,1052,1093,195.666666666667,556,1333,19,"15-May",122.210526315789
"403",7,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",8959.36842105263,9201,947.803496425423,7538,10275,1138.57894736842,1128,194.467453943519,745,1475,19,"01-June",125
"404",8,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",8602.36842105263,8930,928.922566473075,7042,9804,1118.78947368421,1144,197.394016274098,652,1364,19,"15-June",124.631578947368
"405",9,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",7761,8140,820.822216506785,6194,8812,1016.73684210526,1026,146.734015637238,702,1286,19,"30-June",121.947368421053
"406",11,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",469.631578947368,466,131.990829027506,260,695,0,0,0,0,0,19,"01-March",44.4210526315789
"407",12,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",499.157894736842,519,130.159843251756,284,703,0,0,0,0,0,19,"15-March",42.2631578947368
"408",13,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",551.157894736842,585,127.127784863147,259,782,0,0,0,0,0,19,"01-April",39.2105263157895
"409",14,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",554.684210526316,553,124.004951796997,257,759,0,0,0,0,0,19,"15-April",37.7894736842105
"410",15,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",521.315789473684,565,138.226887813551,255,736,0,0,0,0,0,19,"01-May",36.2631578947368
"411",16,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",563.473684210526,589,149.919374043018,348,817,0,0,0,0,0,19,"15-May",37
"412",17,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",762.631578947368,756,212.61342346206,322,1177,0,0,0,0,0,19,"01-June",39.8947368421053
"413",18,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",756.210526315789,762,204.676052702087,299,1085,0,0,0,0,0,19,"15-June",39.5789473684211
"414",19,"Belle Glade (EREC)","IH Williams","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",586.947368421053,585,111.584284877302,386,770,0,0,0,0,0,19,"30-June",37.2105263157895
"415",21,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",2318.84210526316,2518,605.776018669707,1063,3337,680.842105263158,713,193.164657210686,327,1010,19,"01-March",92.4210526315789
"416",22,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",2415.73684210526,2590,631.466533124393,987,3517,731.894736842105,808,199.7361856541,322,1043,19,"15-March",90.1052631578947
"417",23,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",2511.68421052632,2610,628.360216280048,1079,3673,772,836,192.574660846125,347,1105,19,"01-April",86.1578947368421
"418",24,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",2500.94736842105,2536,580.120052104563,1043,3437,745.578947368421,751,203.136056154346,324,1108,19,"15-April",84.5263157894737
"419",25,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",2463.26315789474,2447,593.12213864012,1194,3392,687.842105263158,694,196.973563696557,352,1004,19,"01-May",83.1578947368421
"420",26,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",2277.78947368421,2181,566.560438959651,1382,3158,604.263157894737,641,186.116105370714,212,916,19,"15-May",82.3157894736842
"421",27,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",2382.15789473684,2298,564.168046591901,1432,3310,647.789473684211,643,158.017080281907,328,880,19,"01-June",82.9473684210526
"422",28,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",2390.10526315789,2371,607.540569723248,1234,3312,668.157894736842,680,174.046054938818,308,954,19,"15-June",83.3684210526316
"423",29,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",2242.63157894737,2181,446.892630719967,1530,3244,617.947368421053,595,141.866319581425,270,858,19,"30-June",83.1052631578947
"424",31,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",252,255,65.1442843062826,142,358,0,0,0,0,0,19,"01-March",39.9473684210526
"425",32,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",266.473684210526,270,72.1736858950166,150,389,0,0,0,0,0,19,"15-March",38
"426",33,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",284,292,64.7499463749242,142,382,0,0,0,0,0,19,"01-April",35
"427",34,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",301.526315789474,303,59.7358708734195,139,401,0,0,0,0,0,19,"15-April",33.8947368421053
"428",35,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",289.315789473684,313,76.3719353861082,143,402,0,0,0,0,0,19,"01-May",32.4736842105263
"429",36,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",255,274,71.2257756090526,146,375,0,0,0,0,0,19,"15-May",31.7368421052632
"430",37,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",268.473684210526,256,61.1567825084318,164,360,0,0,0,0,0,19,"01-June",31.9473684210526
"431",38,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",273.789473684211,296,78.179692551745,108,392,0,0,0,0,0,19,"15-June",32.1578947368421
"432",39,"Belle Glade (EREC)","NWG 2730","40/m2 (3.7/sqft)","168 Kg/ha (150 LB/acre)","Flowering",269.210526315789,278,52.4145642899719,176,366,0,0,0,0,0,19,"30-June",32
"433",1,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",10184.9473684211,10409,1374.41064030629,6986,12271,1415.84210526316,1424,249.947830814062,883,1848,19,"01-March",130.263157894737
"434",2,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",10285.1578947368,10567,1303.00291050915,7190,12353,1428.15789473684,1467,250.140463464007,892,1829,19,"15-March",127.684210526316
"435",3,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",10388.8947368421,10393,1076.77073257324,7841,12109,1366.31578947368,1488,250.96769438661,774,1723,19,"01-April",123.894736842105
"436",4,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",10348.2631578947,10490,1030.3822290838,8217,11837,1319.26315789474,1395,275.182735671582,605,1689,19,"15-April",122.473684210526
"437",5,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",10031.4210526316,9975,952.684237987562,8408,11462,1281.84210526316,1327,224.214248520842,628,1545,19,"01-May",121.052631578947
"438",6,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",9957.78947368421,9898,985.205200224658,8136,11505,1300.26315789474,1313,172.625105070453,999,1590,19,"15-May",122.210526315789
"439",7,"Belle Glade (EREC)","IH Williams","80/m2 (7.4/sqft)","168 Kg/ha (150 LB/acre)","Grain Maturity",9958.21052631579,10163,855.357922415287,8622,11146,1354.21052631579,1353,188.828722787895,952,1692,19,"01-June",125
